Network,Content type,Content
instagram,Comment,OH MY GOD 🤣🤣🤣
instagram,Comment,oat milk but at what cost
instagram,Comment,i love this
instagram,Comment,I’ll take one too :).
instagram,Comment,😂😂😂
instagram,Comment,Love the fall “vibe” ☕️🍁🍂
instagram,Comment,😂
instagram,Comment,God these two strangers are so funny and pretty 😶‍🌫️😶‍🌫️
instagram,Comment,I need the L and R tattooed at this point
instagram,Comment,😂😂😂
instagram,Comment,peak graphic design skills imo
instagram,Comment,Ok.
instagram,Comment,i trust her
instagram,Comment,she’s got it
instagram,Comment,only valid reaction to an iced chai tbh
instagram,Comment,🫰🏽
instagram,Comment,👏👏
instagram,Comment,wait she’s my favourite influencer tho
instagram,Comment,
instagram,Comment,Make it 2 please 😂
instagram,Comment,@themustardseedgp 💛
instagram,Comment,🩷
instagram,Comment,This is amazing! 🐝
instagram,Comment,Quality control 😉😎 so grateful for our generous community!
instagram,Comment,Thanks Jamie!!!!
instagram,Comment,"Ah, nice to see your face.  Do you still advertise MAID services on your poster board in your facility?"
instagram,Comment,"Your employees flat out told me my neurological issues were too much to handle at your facility, and pointed to the MAID poster on your wall and asked if I ever considered it."
instagram,Comment,You suggest MAID to those people as well.
instagram,Comment,💛 🍔
instagram,Comment,Can.u share it @canadian.icon
instagram,Comment,Always has to be on the west side. Most likely completely ruining the area and making it less safe for children in the area.
instagram,Comment,❤️🙌
instagram,Comment,❤️
instagram,Comment,Building healthier communities - love it😍
twitterprofile,Comment,this is on you @BentArrowYEG  type of folks running driving around handing out clean pipes you don't deserve the land @BissellCentre @HopeMission @mustardseedcan @BoyleStreet  its time the shelter's start opening on the south side
twitterprofile,Comment,@colliersYEG @Colliers @HopeMission @mustardseedcan @BissellCentre @WINHouseShelter @yegmealsonwheel Thank you for your support!
twitterprofile,Comment,@MedicineHatNews @medicinehatcity @mustardseedcan https://t.co/d3y2kjKXkA
twitterprofile,Comment,"@mustardseedcan SAFEWAY Did NOT Provide a LEGAL Workplace in Calgary, Alberta.Malicious Intent Causing Grievous Bodily Harm was My Experience at SAFEWAY."
twitterprofile,Comment,@SouthsideDodge Thank you for your support 💛
twitterprofile,Comment,"@FindYEG @BentArrowYEG @e4cAlberta @mustardseedcan @HopeMission @BissellCentre @SpadyThe79908 Today is a good day for a bunch of kids and families 🙌
Thank you so much for the work you all do, and opportunities you offer ❤️"
twitterprofile,Comment,@FindYEG @HomewardTrust @BoyleStreet @EFryNAlberta @BentArrowYEG @YMCAEdm @BissellCentre @mustardseedcan Amazing!
twitterprofile,Comment,@MarcNixon24 He can go volunteer @mustardseedcan
twitterprofile,Comment,@R_Boissonnault @mustardseedcan @Niginan_Housing How much will be left after you steel your share? Crook!
twitterprofile,Comment,@R_Boissonnault @mustardseedcan @Niginan_Housing Conservatives just have a better plan.
twitterprofile,Comment,@R_Boissonnault @mustardseedcan @Niginan_Housing More liberal bullshit. How can anyone trust those people after what they did to Canada
twitterprofile,Comment,@R_Boissonnault @mustardseedcan @Niginan_Housing Coming from Fork Tongue Randy
twitterprofile,Comment,"@R_Boissonnault @mustardseedcan @Niginan_Housing Mentioning “Indigenous Veterans” is superfluous, as they are already included in “Albertan Veterans”, or do you still have a guilt complex?? https://t.co/jk7KceI14N"
twitterprofile,Comment,"@R_Boissonnault @mustardseedcan @Niginan_Housing How can you Randy, Pandy have the nerve to stand up and show your face, when you are complicit in wrongdoing, whilst being in a place of Power?"
twitterprofile,Comment,"@R_Boissonnault @mustardseedcan @Niginan_Housing I don’t think $2.6 million is enough for Canadian Veterans, when Trudeau is sending billions to Ukraine"
twitterprofile,Comment,"@R_Boissonnault @mustardseedcan @Niginan_Housing $2.6M for veterans? After Trudeau told them they were asking for too much? After billions wasted on consultants, foreign aid, and handouts to Liberal insiders?

Our veterans deserve real support—not a PR stunt to save face. Stop insulting them.

#VeteransDeserveBetter…"
twitterprofile,Comment,@R_Boissonnault @mustardseedcan @Niginan_Housing The last person that veterans want to hear from is you.   You have no honor no integrity and you represent everything that is abhorrent in a veterans perspective.
twitterprofile,Comment,@R_Boissonnault @mustardseedcan @Niginan_Housing STRONG COCAINE RANDY EAGLE MAN!!!!!
twitterprofile,Comment,@R_Boissonnault @mustardseedcan @Niginan_Housing Peanuts for Canada while Taliban get $367 MILLION rewarded for killing our soldiers https://t.co/SeAd9ysXGw
twitterprofile,Comment,"@FindYEG @SpadyThe79908 @mustardseedcan @HopeMission @cssalberta Fri-yay! 🎉

Another round for the agencies involved 👏🏽
@SpadyThe79908, @mustardseedcan, @HopeMission, @cssalberta & Native Counseling Services of AB"
twitterprofile,Comment,"@PierrePoilievre @Alberta_UCP @ABDanielleSmith The @medicinehatcity are currently in the process of forcing @mustardseedcan out of the City as their solution is that the homeless people will follow and no one will have to see the problem anymore. This is how gutless our politicians are here in Alberta, they have no heart ❤️"
twitterprofile,Comment,@mustardseedcan https://t.co/4D7rveB6rf
twitterprofile,Comment,@mustardseedcan https://t.co/4D7rveB6rf
twitterprofile,Comment,@skipthedepot @mustardseedcan https://t.co/4D7rveB6rf
twitterprofile,Comment,"@CFJC_Today @mustardseedcan @cityofkamloops With downtown issues with business break-ins and vandalism, city council keeps doing stupid choices for the city. @dtkamloops  #CleanUpKamloops #Kamloops #Hateful8Council #KamloopsCitycouncil https://t.co/ymOt8ARCGg"
twitterprofile,Comment,@_TimCartmell @HockeyHelps @mustardseedcan @KidsKottageYEG Thanks for coming & supporting!
twitterprofile,Comment,"@ProtectWard2n3 @mustardseedcan @StoonTribalCncl @SKGov These money beggar/extortionists will cry to whomever will listen. It's never ending. They get away with it so why not, it's profitable!"
twitterprofile,Comment,@GarnettGenuis @MilesBerryYEG Two Christian charities significantly reduce the impact of homelessness and food insecurity in #Edmonton alone: @mustardseedcan & @HopeMission. Without these supports crime will rise & homeless will further migrate into residential & school zones #yeg #EdmontonStrathcona #cdnpoli
twitterprofile,Comment,"@MattYoungCTV Funny how they don’t want to hear from the only councillor with experience living next to STCs failing model. 

Cynthia and her staffers continue to bend the knee to Arcand who has been given a ton of money to fail twice!

We want @mustardseedcan !"
twitterprofile,Comment,@lkilmer31 Never give to the @mustardseedcan unless you want to contribute to this asshole's retirement fund. 🤬 https://t.co/x2UO5T6uBN
twitterprofile,Comment,@TheChamberYXE Thank you for your support 💛
twitterprofile,Comment,"@JasonPYYC @mustardseedcan needs to be de-registered as a charitable organization, as they give @JasonNixonAB and family members pensions from those donations!  It’s a disgrace."
twitterprofile,Comment,@HungryTrucker @mustardseedcan I'm guessing g his buddy didn't want him near her anymore or he would be there
twitterprofile,Comment,@HungryTrucker @mustardseedcan Funny a friend sent the video that's rich who foes he know that stays there lollll Donald dippity dipshit smith is a clown that's going down
twitterprofile,Comment,@HungryTrucker @mustardseedcan Is he seeing Daniel Smith too - related !
twitterprofile,Comment,"@GK_Fellows @policy_school Well, he certainly made a career out of homelessness research, including being a Bd member at CHF and being funded by them for studies.

Not sure if they led to any improvements. Clients are still crammed together on mats at @calgarydropin @mustardseedcan and @alphahouseyyc https://t.co/FHVxpZL0V0"
twitterprofile,Comment,@ABDanielSmith @mustardseedcan @JasonNixonAB @real_jtwright Sad but fucking true!
twitterprofile,Comment,"@mustardseedcan @JasonNixonAB @real_jtwright Just going to leave this here for some added context
https://t.co/Dn6r447XPK"
twitterprofile,Comment,@ProtectWard2n3 @SaskParty @PremierScottMoe @mustardseedcan @salvationarmy He doesn’t even know what his money is spent on. He probably never checks the books. This shelter is poorly run and always has been. It needs to move or downsize to 30. Move to outskirts of city.
twitterprofile,Comment,@ProtectWard2n3 @SaskParty @PremierScottMoe @mustardseedcan @salvationarmy When people can’t walk in the park without getting robbed and stabbed the politicians need to pretend they care. Maybe grow a pair SP
twitterprofile,Comment,@greengategarden @PattyJ1963 @Distress_Centre @HomeSpaceyyc @innfromthecold @mustardseedcan @OxfordHouseAB @SHARPfoundation Loving your vibe and the content you share! 🔥 Just gave you a follow—feel free to follow back if you're up for it 😊✨
